Movie Id,Year,Title,Genre 1,Genre 2,Genre 3
247500,2021,Homunculus,Drama,Thriller,NA
191279,2017,G-Funk,Documentary,NA,NA
278464,1898,Something Good — Negro Kiss,Romance,NA,NA
157417,1914,Laughing Gas,Comedy,NA,NA
200554,1989,Scream Dream,Comedy,Horror,Thriller
2964,1999,Julien Donkey-Boy,Drama,NA,NA
48901,2002,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes),Adventure,Animation,Drama
228127,2016,Darwin,NA,NA,NA
281276,2022,Darby and the Dead,Comedy,Fantasy,NA
160392,1983,Trenchcoat,Children,Comedy,Crime
131660,2006,Bastards,Action,Drama,War
285925,2023,Ghosted,Action,Adventure,Comedy
160472,2015,The Great Alone,Adventure,Documentary,Drama
172527,2009,Hooked on the Game,Action,Sci-Fi,NA
155786,1973,the Biggest Dog in the World Digby,NA,NA,NA
272141,2021,Playground,Drama,NA,NA
230799,2009,Pravarakyudu,NA,NA,NA
204234,2019,Hallowed Ground,Horror,NA,NA
26911,1995,Meltdown (Shu dan long wei),Action,Comedy,Crime
6255,1966,The Bible (The a.k.a. Bible... In the Beginning),Drama,NA,NA
120230,1930,For the Defense,Drama,NA,NA
192659,1992,Liar's Edge,Thriller,NA,NA
224487,2004,Joshua and the Promised Land,Adventure,Animation,Children
166665,2016,The Coming War on China,NA,NA,NA
136499,2011,Pablo Francisco: They Put it Out There,Comedy,NA,NA
261835,2013,"Poirot: ""The Labours of Hercules""",Crime,Drama,Mystery
227981,1974,Planet Earth,Sci-Fi,NA,NA
260069,2008,Dirty Driving: Thundercars Of Indiana,NA,NA,NA
131108,1997,The Fearless Four,NA,NA,NA
259673,1991,Night of the Hunter,Thriller,NA,NA
221296,2020,Last and First Men,Documentary,NA,NA
277654,2003,Tomorrow's Weather,Comedy,Drama,NA
5192,1980,The Island,Adventure,Horror,Thriller
245508,1969,The Boys of Paul Street,Children,NA,NA
2024,1991,The Rapture,Drama,Mystery,NA
79363,1934,Music in the Air,Comedy,Musical,Romance
60393,2006,Transylvania,Drama,NA,NA
202729,1961,Sunday,NA,NA,NA
286833,2023,Beautiful Disaster,Comedy,Drama,Romance
115386,1932,Charlie Chan's Chance,Mystery,NA,NA
281244,1960,Where's Mama?,Animation,NA,NA
243992,2005,Boo,Horror,NA,NA
4502,1988,Ernest Saves Christmas,Children,Comedy,NA
164528,2009,A Brand New Life,Drama,NA,NA
140495,1937,The Shadow Strikes,Mystery,NA,NA
188263,1943,Two Soldiers,Comedy,Drama,Romance
3051,1999,Anywhere But Here,Comedy,Drama,NA
218059,2016,A Chadian Tragedy Hissein Habré,Documentary,NA,NA
33397,1989,300 Miles to Heaven (300 Mil do Nieba),Drama,NA,NA
111560,1941,Affectionately Yours,Comedy,Romance,NA
189483,1995,Cannon Fodder,Animation,NA,NA
205497,2017,Mother Krampus,Horror,NA,NA
205098,2018,Distances,Comedy,Drama,NA
129524,2006,Je m'appelle Elisabeth,NA,NA,NA
265702,2021,As Gouda as It Gets,Comedy,Romance,NA
133065,1979,From Hell to Victory,Action,War,NA
5562,2001,Snipes,Drama,Thriller,NA
2110,1982,Dead Men Don't Wear Plaid,Comedy,Crime,Thriller
7745,1993,The Scent of Green Papaya (Mùi du du xhan - L'odeur de la papaye verte),Drama,NA,NA
172847,2009,Strayed,Thriller,NA,NA
184961,1994,In Search of Dr. Seuss,Animation,Children,Comedy
49902,1971,The Decameron (Il Decameron),Comedy,Drama,NA
3624,2000,Shanghai Noon,Action,Adventure,Comedy
189637,2014,A Single Life,Animation,NA,NA
210987,2011,Elegy to the Visitor from the Revolution,Drama,NA,NA
245416,1927,Duck Soup,Comedy,NA,NA
2263,1988,The Seventh Sign,Drama,Fantasy,Thriller
182751,2015,Wat Mannen Willen,Comedy,Romance,NA
131276,1982,Hotline,NA,NA,NA
192503,2018,Thunder Road,Comedy,Drama,NA
6317,1962,Cartouche,Action,Adventure,Comedy
83227,1992,L.627,Crime,Drama,Thriller
97177,2011,Colin Quinn: Long Story Short,Comedy,NA,NA
125245,1950,The Great Rupert,Children,Comedy,NA
5407,1999,La Bûche,Comedy,Drama,NA
175099,2013,Amelia's 25th,Comedy,Romance,NA
55681,1986,Valhalla,Adventure,Animation,Children
3590,1974,The Lords of Flatbush,Comedy,Drama,NA
257709,2020,The Old Ways,Fantasy,Horror,NA
210073,1922,Pay Day,Comedy,NA,NA
171921,2012,Battlefield Death Tales,Horror,War,NA
144838,1941,Million Dollar Baby,Comedy,Romance,NA
25742,1921,Destiny (a.k.a. Between Two Worlds) (Der müde Tod),Fantasy,NA,NA
85056,2011,I Am Number Four,Action,Sci-Fi,Thriller
44709,2006,Akeelah and the Bee,Drama,NA,NA
203811,1950,The Tattooed Stranger,Crime,Drama,NA
151457,1961,Bad Boys,NA,NA,NA
114396,2014,Cesar Chavez,Drama,NA,NA
200912,1959,Maigret and the St. Fiacre Case,Crime,Drama,Mystery
196201,NA,Девочки,NA,NA,NA
129887,NA,Moving Alan,NA,NA,NA
207093,2015,Walt Disney,Documentary,NA,NA
167492,2016,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,Documentary,NA,NA
73370,1983,The Thorn Birds,Drama,Romance,NA
43419,2006,Bandidas,Action,Comedy,Crime
82356,2008,Boy Interrupted,Documentary,NA,NA
166175,1988,Tanner '88,NA,NA,NA
112330,2012,Bitch Hug (Bitchkram),Drama,NA,NA
289679,1997,Scenes from Allen's Last Three Days on Earth as a Spirit,Documentary,NA,NA
239578,2011,Braille,Action,NA,NA
83531,1967,The Two of Us (Le vieil homme et l'enfant),Comedy,Drama,NA
26825,1993,Josh and S.A.M.,Adventure,Comedy,Drama
231251,2001,Amy & Isabelle,Drama,NA,NA
166988,1983,Overdose,Drama,NA,NA
270070,2021,Charli XCX: Alone Together,Documentary,NA,NA
180971,1979,The Meateater,Horror,NA,NA
142731,1953,Stolen Identity,Action,Crime,Drama
59129,2008,Outpost,Action,Horror,NA
2629,1999,The Love Letter,Comedy,Romance,NA
187199,2013,Devil You Know,Mystery,Thriller,NA
1081,1982,Victor/Victoria,Comedy,Musical,Romance
5861,1981,Tales of Ordinary Madness (Storie di Ordinaria Follia),Drama,NA,NA
188851,2015,Chandrettan Evideya,Children,Comedy,Drama
114072,2013,Cheech and Chong's Animated Movie,Animation,Comedy,NA
105448,1964,Eros (Men and Women) (Noite Vazia),Drama,NA,NA
178343,2013,Mary's Land,Comedy,Documentary,Drama
168506,1944,The Greatest Man in Siam,Animation,NA,NA
289139,1987,Kaze to Ki no Uta Sanctus: Sei Naru Kana,Animation,Drama,Romance
220290,1988,It Couldn't Happen Here,NA,NA,NA
124889,2002,The Adventures of Tom Thumb & Thumbelina,Animation,NA,NA
478,1994,Jimmy Hollywood,Comedy,Crime,Drama
226512,1968,The Snake Girl and the Silver-Haired Witch,Horror,Mystery,Thriller
172137,2015,Pioneer Heroes,Drama,NA,NA
166544,2016,A Kind of Murder,Thriller,NA,NA
151900,2015,Arrowhead,Action,Adventure,Mystery
142612,1975,Harry! Give 'em Hell,NA,NA,NA
155162,1902,Jack and the Beanstalk,Adventure,Children,Fantasy
151341,2011,Silvio Forever,NA,NA,NA
156210,2004,Sugar,Drama,Romance,NA
176603,2017,The Snowman,Crime,Thriller,NA
213606,2015,Brothers in Blood: The Lions of Sabi Sand,Documentary,NA,NA
243232,1997,A Very British Psycho,Documentary,NA,NA
197851,1936,Greedy Humpty Dumpty,NA,NA,NA
275489,1932,Goopy Geer,Animation,Comedy,NA
207365,2008,Guidable - The Real History of Ratos de Porão,Documentary,NA,NA
97540,1942,Les Visiteurs du soir (The Devil's Envoys),Drama,Fantasy,Romance
285581,2022,The Blackwell Ghost 6,Drama,Horror,NA
281296,2021,The Rust,Drama,NA,NA
269804,1912,Stolen Glory,Comedy,NA,NA
136455,2014,Iron Man & Captain America: Heroes United,Action,Adventure,Animation
246634,2015,Oh My God,Comedy,NA,NA
157170,1976,Eat My Dust,Action,NA,NA
6652,1972,Joe Kidd,Western,NA,NA
277432,2004,The Chaos Class Welcome,Comedy,NA,NA
289519,1988,Kamikazen (Ultima notte a Milano),Comedy,NA,NA
232593,2020,Christmas on the Vine,Romance,NA,NA
62644,2008,The Wave (Die Welle),Drama,NA,NA
1026,1949,So Dear to My Heart,Children,Drama,NA
199892,2018,The Three Heroes: The Heiress to the Throne,Animation,Children,NA
286753,1951,Cold War,Animation,NA,NA
150425,1964,Lana: Queen of the Amazons,Adventure,NA,NA
87053,1933,Zoo in Budapest,Drama,Romance,NA
4495,1988,Crossing Delancey,Comedy,Romance,NA
155525,2002,All the Love You Cannes!,Documentary,NA,NA
134095,2006,My Love,Animation,Drama,NA
71178,1956,Street of Shame (Akasen chitai),Drama,NA,NA
146437,2015,San Francisco 2.0,Documentary,NA,NA
291495,2023,Carry on Jatta 3,Comedy,Drama,NA
235927,2020,One Life at a Time,Drama,NA,NA
8971,2004,Veer Zaara,Drama,Musical,Romance
157278,2013,The Sixties,NA,NA,NA
202819,1982,The Merry Wives of Windsor,Comedy,NA,NA
179623,2011,Die zertanzten Schuhe,Children,Fantasy,NA
128723,2001,James Dean,Drama,NA,NA
225884,2014,Slow Video,Comedy,Drama,NA
139064,1989,Gang of Four,Adventure,Drama,Mystery
163601,2005,The Work and the Glory II: American Zion,Drama,NA,NA
128544,2014,Hits,NA,NA,NA
289071,1940,Curtain Call,Comedy,NA,NA
166926,1953,Carne de horca,NA,NA,NA
206710,2019,Spider in the Web,Thriller,NA,NA
198171,2014,Celluloid,Drama,Thriller,NA
189017,1974,Stone,Action,Crime,Thriller
156615,2013,Silent Retreat,Horror,Mystery,Thriller
277856,2022,See How They Run,Comedy,Crime,Mystery
244414,2016,Never Ever,Drama,NA,NA
52108,1988,It's Impossible to Learn to Plow by Reading Books,Drama,NA,NA
261437,2018,About an Age,Drama,NA,NA
281792,2021,Canvas,Animation,Horror,NA
157198,2011,Macross Frontier: The Wings of Goodbye,Action,Animation,Romance
141793,1963,Women of the World,Documentary,NA,NA
73914,1970,Sometimes a Great Notion,Action,Adventure,Drama
83430,2007,Fool N Final,Action,Comedy,Romance
268928,1986,Ratboy,Comedy,Crime,Drama
276531,2022,Take the Night,Crime,Thriller,NA
158761,2014,Super Juice Me!,Documentary,NA,NA
282119,2022,Kalev,Drama,NA,NA
245288,2021,Sometime Other Than Now,Drama,NA,NA
153104,2000,Une femme d'extérieur,NA,NA,NA
53123,2006,Once,Drama,Musical,Romance
163352,1947,Variety Girl,Comedy,NA,NA
124083,1939,Honolulu,Comedy,Romance,NA
85275,2008,Uncounted: The New Math of American Elections,Documentary,NA,NA
211127,2019,The Ninth Precinct,Crime,Fantasy,Thriller
220598,2007,Kathy Griffin: Everybody Can Suck It,Comedy,NA,NA
173139,2017,The Bad Batch,Horror,Romance,Thriller
144962,2015,Phantom Boy,Adventure,Animation,Children
5353,1972,Butterflies Are Free,Comedy,Drama,NA
120118,2012,The Forest,Drama,Fantasy,NA
272491,1977,General Report,Documentary,NA,NA
286787,1987,Kindering,NA,NA,NA
86880,2011,Pirates of the Caribbean: On Stranger Tides,Action,Adventure,Fantasy
120952,2012,Filly Brown,Drama,NA,NA
151461,2016,Fitoor,NA,NA,NA
251996,1983,Possibly in Michigan,Horror,NA,NA
257703,1992,Nineties,Comedy,NA,NA
198819,2011,Friends: Naki on Monster Island,Animation,Children,Comedy
46065,2003,Ice Bound,Drama,NA,NA
124727,2005,Just for Kicks,Documentary,NA,NA
119948,2014,Let's Kill Ward's Wife,Comedy,NA,NA
205935,1971,Girl Slaves of Morgana Le Fay,Drama,Fantasy,NA
126779,2010,Grandmother,Drama,NA,NA
281290,2022,A Big Fat Family Christmas,Comedy,Drama,Romance
171347,2005,The Sisters,Drama,Horror,NA
224591,2020,Last Shot,Drama,NA,NA
190583,2010,Goa,Comedy,Romance,NA
4530,1988,Permanent Record,Drama,NA,NA
127323,2015,Vice,Action,Adventure,Sci-Fi
214900,2018,Theatre of War,Documentary,NA,NA
3932,1933,The Invisible Man,Horror,Sci-Fi,NA
244530,2021,Pagglait,Comedy,Drama,NA
106057,1998,Wind with the Gone (El viento se llevó lo qué),Comedy,Drama,NA
260009,2020,Incision,Horror,NA,NA
135935,2001,Herman U.S.A.,NA,NA,NA
167886,1943,The Phantom,Action,NA,NA
60032,2007,Hounddog,Drama,NA,NA
238824,2012,Backyard Blockbusters,Documentary,NA,NA
208441,2019,Pig Hag,Drama,NA,NA
174051,2015,Photographer,Comedy,Drama,NA
186239,1974,Road Movie,Drama,NA,NA
189845,2012,National Theatre Live: The Curious Incident of the Dog in the Night-Time,NA,NA,NA
1186,1989,"and Videotape Sex, Lies",Drama,NA,NA
137855,1977,Terraces,NA,NA,NA
132796,2015,San Andreas,Action,Drama,Thriller
208643,2019,William,Drama,Sci-Fi,NA
175423,2014,Sunstroke,Drama,NA,NA
162956,2001,Kiss Kiss (Bang Bang),Action,Crime,NA
179263,2012,Fidgety Bram,Children,Comedy,NA
6349,1984,Breakin',Drama,Musical,NA
261039,2021,Big Dreams Barbie: Big City,Animation,Children,NA
280472,2022,Mili,Thriller,NA,NA
6042,2002,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin),Documentary,NA,NA
158330,2010,The Secret Diaries of Miss Anne Lister,Children,Drama,NA
198561,1974,Eine Nacht in Venedig,NA,NA,NA
205753,1996,Meet Me in the Dream: Wonderland,NA,NA,NA
159522,1975,Peccati in famiglia,NA,NA,NA
188087,1959,Nepoddayushchiyesya,Comedy,NA,NA
152731,1961,Los Hermanos Del Hierro,Adventure,Drama,Western
99607,2009,Immaculate Conception of Little Dizzle,Comedy,NA,NA
159032,1970,Noon Sunday,Drama,NA,NA
271783,1984,Wanderers of the Desert,Drama,NA,NA
49200,1948,A Foreign Affair,Comedy,Drama,Romance
174115,1903,Jupiter's Thunderballs,Comedy,Fantasy,NA
262369,2021,Attica,Documentary,NA,NA
110752,1967,Mondo Hollywood,Documentary,NA,NA
167972,2014,The Secret of Arkandias,Adventure,Comedy,Fantasy
140910,1977,Nene,Drama,NA,NA
168526,2009,Prime Mover,NA,NA,NA
236371,1993,Ursa Minor Blue,Adventure,Animation,Fantasy
129512,2007,Teen Spirit,Comedy,NA,NA
268918,2015,Ghetto Swedish,Drama,NA,NA
248242,1960,Anuradha,Children,Drama,Romance
181067,1976,más que bruja! ¡Bruja,Comedy,Crime,Drama
203633,2018,The Bribe,Comedy,Crime,NA
113394,2013,The Pretty One,Comedy,Drama,NA
128596,1976,Let My Puppets Come,Comedy,NA,NA
203318,2003,Waterloo po česku,NA,NA,NA
157891,1971,Lust for a Vampire,Horror,NA,NA
245692,2007,Demons from Her Past,Crime,Drama,Mystery
201114,1989,The House on Tombstone Hill,Horror,NA,NA
220886,2013,Rosie,Drama,NA,NA
207505,1979,Nightmares,Drama,NA,NA
283427,2022,Mira,Adventure,Children,Drama
263287,2021,I Want Power If I Can’t Have Love,Fantasy,NA,NA
268992,2021,Christmas Next Stop,Drama,Fantasy,Romance
6188,2003,Old School,Comedy,NA,NA
5633,2002,Heaven,Drama,NA,NA
27740,2003,Blind Shaft (Mang jing),Drama,NA,NA
251582,1991,All-American Murder,Mystery,Romance,Thriller
170807,2017,Dance to Death,Action,Fantasy,NA
278412,2002,Aadi,Action,Drama,NA
281036,2017,Anjelah Johnson: Mahalo & Goodnight,Comedy,NA,NA
205679,2012,Our Homeland,Drama,NA,NA
280376,1983,Milano '83,Documentary,NA,NA
142959,1997,Spicy Love Soup,NA,NA,NA
250362,2021,Censor,Horror,NA,NA
48381,1986,The Assault (De Aanslag),Drama,Romance,War
8463,1948,Johnny Belinda,Drama,NA,NA
203595,1980,Gaijin: A Brazilian Odyssey,Drama,NA,NA
258235,2020,All of Us,Comedy,Drama,NA
4459,1997,Alaska: Spirit of the Wild,Documentary,IMAX,NA
3957,1971,Billy Jack,Action,Drama,NA
41912,2003,Slim Susie (Smala Sussie),Comedy,Crime,Mystery
216999,2017,The Elephant and the Butterfly,Children,Drama,NA
287347,1982,The Weavers: Wasn't That a Time,Documentary,NA,NA
136952,2011,Monster Brawl,Comedy,Horror,NA
5208,1980,"The Ninth Configuration (a.k.a. Twinkle, Twinkle, Killer Kane)",Drama,War,NA
213533,2020,The Burnt Orange Heresy,Drama,Mystery,Thriller
220900,2017,Body Electric,Drama,NA,NA
205585,2016,It's a Fairy!,Comedy,NA,NA
212014,2019,Chasing Happiness,Documentary,NA,NA
98162,1934,Babbitt,Drama,NA,NA
206447,2001,Classic Albums: Lou Reed - Transformer,Documentary,NA,NA
25741,1921,The Phantom Carriage (Körkarlen),Drama,NA,NA
186463,2007,Home of the Giants,Crime,Drama,NA
220584,2007,Kathy Griffin: Straight to Hell,Comedy,NA,NA
170887,2016,Scoop!,Mystery,NA,NA
1066,1937,Shall We Dance,Comedy,Musical,Romance
221380,2005,Campus Confidential,Children,Comedy,NA
8612,1943,Lassie Come Home,Adventure,Children,Drama
270430,1915,The Golden Chance,Drama,NA,NA
130048,1967,Dracula in Pakistan,Crime,Drama,Horror
199097,2010,Amphetamine,Drama,NA,NA
114400,1950,Chain Lightning,Action,Drama,NA
189643,2017,The Cakemaker,Drama,NA,NA
136760,2008,Sherman's Way,Comedy,Documentary,NA
269496,1997,What Makes Women Laugh?,Comedy,Romance,NA
215159,2019,Dark Light,Horror,Sci-Fi,Thriller
288917,2023,Dr Jason Leong: Ride with Caution,Comedy,NA,NA
119303,1970,The Walking Stick,Crime,Drama,Romance
174835,2003,Grimm,Adventure,Comedy,Drama
142723,1956,Rock Rock Rock!,NA,NA,NA
262999,1966,Spaceship To The Unknown,Sci-Fi,NA,NA
34416,1988,Let's Get Lost,Documentary,Musical,NA
138316,2010,The Father and the Foreigner,NA,NA,NA
3028,1967,The Taming of the Shrew,Comedy,NA,NA
102245,2012,Small Apartments,Comedy,Crime,Drama
80354,2009,Men in the City (Männerherzen),Comedy,NA,NA
289171,2023,Reinventing Elvis: The 68' Comeback,Documentary,NA,NA
199840,1968,Genesis,Animation,Comedy,NA
267652,2020,Cross Country Christmas,Romance,NA,NA
2756,1987,Wanted: Dead or Alive,Action,NA,NA
7644,1998,Divorce Iranian Style,Documentary,NA,NA
7407,1949,Africa Screams,Adventure,Comedy,NA
179517,2017,The Horse Dancer,Romance,NA,NA
148087,1974,The Life and Times of Grizzly Adams,Adventure,Children,Western
156204,1931,Side Show,Comedy,NA,NA
112697,1933,After Tonight,Drama,Romance,War
60684,2009,Watchmen,Action,Drama,Mystery
170957,2017,Cars 3,Adventure,Animation,Comedy
252882,2020,Middle Class Melodies,Comedy,Drama,Romance
183375,2017,Three Heroes and the Princess of Egypt,NA,NA,NA
84252,1961,Back Street,Drama,NA,NA
103661,2011,United,Drama,NA,NA
114535,1951,Rovaniemen markkinoilla,Comedy,Musical,NA
262,1995,A Little Princess,Children,Drama,NA
255863,2020,Standoff,Crime,NA,NA
91191,2008,À l'aventure,Drama,NA,NA
243414,2014,My Dad's a Soccer Mom,Children,Comedy,Drama
123359,2012,My Way,Drama,NA,NA
169010,2014,The Swimmers,Horror,NA,NA
1307,1989,When Harry Met Sally...,Comedy,Romance,NA
216953,2012,The Devil's Business,Horror,NA,NA
211570,2007,Chiara e Francesco,Documentary,NA,NA
146680,1988,Deadbeat at Dawn,Action,Crime,Thriller
7311,1939,Mr. Chips Goodbye,Drama,Romance,NA
152039,2013,The Image Revolution,Documentary,NA,NA
194833,2008,Effedia - Sulla mia cattiva strada,Documentary,NA,NA
5,1995,Father of the Bride Part II,Comedy,NA,NA
217661,2016,Backstabbed,Thriller,NA,NA
177947,1966,Tattoo,Drama,Thriller,NA
223832,2018,Saving Flora,Adventure,Children,Drama
128193,2013,Greetings from Tim Buckley,NA,NA,NA
153080,2010,Dopo quella notte,Drama,NA,NA
94041,2011,Appropriate Adult,Drama,NA,NA
211568,2000,Nuts for love,Drama,Romance,NA
5176,2000,Luminarias,Comedy,Romance,NA
113659,1967,Assassination,Drama,Thriller,NA
86856,1942,To the Shores of Tripoli,Drama,Romance,War
51088,2007,Reno 911!: Miami,Comedy,NA,NA
169036,2016,Peter and the Farm,Documentary,NA,NA
732,1996,Original Gangstas,Crime,NA,NA
47477,1947,Good News,Comedy,Musical,Romance
3101,1987,Fatal Attraction,Drama,Thriller,NA
184599,2017,The Houses October Built 2,Horror,NA,NA
168782,2016,Onus,Drama,Mystery,Thriller
208223,2018,Escher: Journey into Infinity,Documentary,NA,NA
143785,1982,Sesso E Volentieri,Comedy,NA,NA
243734,2017,Before Your Time,Children,NA,NA
128727,2015,Bizarre,NA,NA,NA
280566,2022,Frank and Penelope,Crime,Horror,Thriller
287591,2023,You Hurt My Feelings,Comedy,Drama,NA
246648,2008,Notes on an American Film Director at Work,Documentary,NA,NA
167334,2016,Barry,Drama,NA,NA
129824,1978,Buffalo Rider,Adventure,Western,NA
27530,2001,My Wife Is a Gangster (Jopog manura),Action,Comedy,Romance
548,1994,Terminal Velocity,Action,Mystery,Thriller
276927,1996,News from the Good Lord,NA,NA,NA
204736,1959,The Bloody Brood,Crime,Drama,Thriller
174889,2016,Race & America Accidental Courtesy: Daryl Davis,Documentary,NA,NA
127068,1969,The Castle of Fu Manchu,Action,Crime,Horror
179367,2013,The Attacks Of 26-11,Crime,Drama,War
140890,2014,Holiday,Drama,NA,NA
166189,2016,The Standoff,Comedy,NA,NA
131828,2014,Doug Benson: Doug Dynasty,Comedy,NA,NA
201240,2019,The Brink,Documentary,NA,NA
180725,1931,Laughing Gravy,Comedy,NA,NA
166954,2009,Under the Sea 3D,Documentary,NA,NA
140451,1995,Black Scorpion,Action,Sci-Fi,NA
4650,1989,Relentless,Thriller,NA,NA
260187,2020,Wedding Every Weekend,Comedy,Romance,NA
189563,2007,Birth of Civilization,Documentary,NA,NA
285911,2023,Nezouh,Drama,NA,NA
249860,1974,Possessed by the Devil Magdalena,Horror,NA,NA
153234,2002,Toy Reanimator,Fantasy,Sci-Fi,NA
68028,2008,What Doesn't Kill You,Crime,Drama,NA
91309,2009,Applause (Applaus),Drama,NA,NA
279852,2019,I Love My Mum,Comedy,NA,NA
135627,2014,Debug,Horror,Sci-Fi,NA
159395,1990,Atlantic Rhapsody,Comedy,Drama,NA
25994,1954,Salt of the Earth,Drama,NA,NA
158599,2005,Ivko's Feast,Comedy,NA,NA
2511,1973,The Long Goodbye,Crime,Film-Noir,NA
196921,2013,Alien Boy: The Life and Death of James Chasse,Documentary,NA,NA
169574,2015,Lisa Lampanelli: Back to the Drawing Board,Comedy,NA,NA
284999,2022,Freibad,Comedy,NA,NA
3270,1992,The Cutting Edge,Comedy,Drama,Romance
154376,2007,Der Kronzeuge,NA,NA,NA
239494,1973,King Dick,Animation,NA,NA
116513,2010,'Master Harold' ... And the Boys,Drama,NA,NA
185635,2007,My Enemy's Enemy,Documentary,NA,NA
155822,2012,The Taiwan Oyster,Drama,NA,NA
117662,1949,Easy Living,Drama,NA,NA
196223,2019,Hellboy,Action,Adventure,Fantasy
188179,2018,My Perfect Romance,Romance,NA,NA
111852,2013,Generation Iron,Documentary,NA,NA
219408,1901,The Devil and the Statue,Drama,Fantasy,Horror
202489,2011,Wings of Life,Documentary,NA,NA
212989,2020,#Iamhere,Comedy,Romance,NA
283537,2018,Beck 35 - Flesh & Blood,Crime,Drama,Mystery
187951,2012,Father of Lights,Documentary,NA,NA
57970,2007,U2 3D,Documentary,IMAX,NA
170735,1986,X: The Unheard Music,Documentary,NA,NA
78629,1917,A Man There Was (Terje Vigen),Drama,NA,NA
247164,2019,Pungo a Witch's Tale,NA,NA,NA
215033,1964,Mukhtar! Come Here,Drama,Mystery,NA
204692,NA,In the Tall Grass,Drama,Horror,Thriller
8502,1951,Show Boat,Drama,Musical,Romance
99899,1993,Marked for Murder,Action,Drama,NA
70964,2008,Witch Hunt,Documentary,NA,NA
258037,2012,Oh My Ghost 3,Comedy,NA,NA
174139,1904,"N.J. Annual Baby Parade, 1904, Asbury Park",NA,NA,NA
244676,2018,The Party Is Over,Drama,NA,NA
253488,2007,Game of Four,Comedy,NA,NA
175679,2013,My Sister's Quinceanera,Drama,NA,NA
2050,1980,Herbie Goes Bananas,Adventure,Children,Comedy
171507,NA,Unspeakable Horrors: The Plan 9 Conspiracy,Comedy,Documentary,NA
4059,2000,The Amati Girls,Drama,NA,NA
157561,2015,Thani Oruvan,Action,Thriller,NA
221232,2020,The Grizzlies,Drama,NA,NA
148095,2015,Premam,Comedy,Romance,NA
189109,2018,Pandas,Documentary,NA,NA
3481,2000,High Fidelity,Comedy,Drama,Romance
187527,2013,All the President's Men Revisited,Documentary,NA,NA
141882,1985,A Bunny's Tale,NA,NA,NA
159592,1993,The Labyrinth of Love,Drama,NA,NA
268556,2021,Time for Them to Come Home for Christmas,Comedy,Romance,NA
125373,2004,Love on the Side,Comedy,Romance,NA
85894,1945,Johnny in the Clouds,Drama,Romance,War
127080,2012,The Diary of Preston Plummer,Drama,Romance,NA
280934,1933,By Candlelight,Comedy,Romance,NA
203278,2019,Plus One,Comedy,Romance,NA
131904,1984,Surf II,Comedy,NA,NA
218817,2010,A Soldier's Love Story,Romance,NA,NA
108536,2013,Medora,Documentary,NA,NA
185205,1974,Free to Be… You and Me,Animation,Children,NA
230119,2020,Cranston Academy: Monster Zone,Animation,NA,NA
255281,2018,Pororoca,Drama,NA,NA
2512,1983,The Ballad of Narayama (Narayama bushiko),Drama,NA,NA
186889,1978,The Nouba of the Women of Mount Chenoa,Drama,NA,NA
201436,2018,What We Left Behind: Looking Back at Star Trek: Deep Space Nine,Documentary,NA,NA
153314,1997,The Roe's Room,NA,NA,NA
131062,2008,20 Years After,Drama,Fantasy,Sci-Fi
191381,2014,The Sand Storm,Drama,Sci-Fi,NA
135919,2014,Bhoothnath Returns,Comedy,Drama,Fantasy
138184,2014,Treehouse,Horror,Mystery,Thriller
3899,2000,Circus,Crime,Drama,Thriller
121491,2004,Off Beat,Drama,Romance,NA
226672,2020,Archenemy,Action,Adventure,NA
174877,2012,Color of the Ocean,Drama,NA,NA
157735,1956,Fury at Gunsight Pass,NA,NA,NA
260385,2021,Chompy & The Girls,Comedy,Horror,NA
214560,2019,The Immortal,Action,Crime,NA
144210,2014,Just Eat It: A Food Waste Story,Documentary,NA,NA
264964,1899,Dreyfus Court Martial - Arrest Of Dreyfus,NA,NA,NA
6523,1992,Mr. Baseball,Comedy,Romance,NA
250920,2015,Going to America,Comedy,Drama,NA
184349,2005,Elsa & Fred,Comedy,Drama,Romance
86233,2010,New Kids Turbo,Action,Comedy,NA
283495,2001,Beck 11 - The Cartel,Crime,Drama,Mystery
286625,1978,The All-Around Reduced Personality: Outtakes,Documentary,Drama,NA
202021,1954,Hell's Half Acre,Drama,Mystery,Thriller
123735,2011,Vito,Documentary,NA,NA
256297,2021,This Little Love of Mine,Comedy,Romance,NA
202359,2019,Homecoming: A Film by Beyoncé,Documentary,NA,NA
163334,1942,Star Spangled Rhythm,Comedy,NA,NA
282575,2022,Jaya Jaya Jaya Jaya Hey,Children,Comedy,Drama
106686,2010,José and Pilar (José e Pilar),Documentary,NA,NA
5982,2000,Esther Kahn,Drama,NA,NA
190165,2016,Severus Snape and the Marauders,Adventure,Drama,Fantasy
90106,1936,Pigskin Parade,Musical,NA,NA
186163,2012,The Adventures of Jinbao,Animation,NA,NA
188389,1991,Aditya 369,Sci-Fi,NA,NA
215889,2019,Mr. Local,Action,Comedy,Romance
118466,2013,The Kingdom of Dreams and Madness,Animation,Documentary,NA
204704,2019,Ready or Not,Comedy,Horror,Thriller
161422,1955,Alias John Preston,Horror,Mystery,NA
5370,1987,Big Bad Mama II,Action,Comedy,NA
254480,2008,Journey to the Center of the Earth,Action,Adventure,Children
146850,1946,Desire,Drama,NA,NA
